StateCode,Year,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance,BDFDB,BDPRP,BFFDB,BFPRP,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB,GDP,energyConsumption,Population,energyPrice,totalExpenditure
MI,2017,Michigan,155.6806782,37,1287282,1269,234,47787,8392,0,0,0,5.723,46518,8158,5193,15468,70181,102619,1.064,96451,338675,31597,5521,225919,1692,698809,2798055,0,85599,85599,22352,107951,47827,457765,2798055,9973114,16.5,"32,706.70"
MI,2018,Michigan,163.7174435,56,936266,1683,310,50752,8905,0,0,0,5.706,49068,8595,5193,14286,71467,95841,1.07,89572,318655,31058,5443,237163,2304,682717,2911393,0,92197,92197,22748,114945,49683,467830,2911393,9984072,17.47,"36,281.50"
MI,2019,Michigan,159.2399805,65,2360732,1345,247,47973,8433,0,0,0,5.698,46629,8186,5193,14691,74520,90423,1.077,83969,343639,29493,5176,233688,2758,697242,2880159,0,92140,92140,19054,111194,51878,467300,2880159,9986857,16.89,"34,767.40"
MN,2015,Minnesota,89.33099915,119,3292766,7761,1429,165989,29147,0,0,0,0,158228,27718,1075,7912,100589,0,0,0,125900,0,0,345949,473,471848,1813635,0,65241,65241,14129,79370,91129,318913,1813635,5482032,16.13,"19,772.40"
MN,2016,Minnesota,91.10054342,92,16796366,9572,1762,168756,29682,0,0,0,0,159184,27920,1075,11157,104583,0,0,0,144970,0,0,351303,645,496273,1838918,0,63244,63244,14720,77964,91706,324030,1838918,5522744,14.84,"18,614.00"
MN,2017,Minnesota,91.27720044,74,2726558,8987,1654,171550,30163,0,0,0,0,162563,28509,1075,11587,121517,0,0,0,145426,0,0,363504,6247,508930,1862210,0,56284,56284,14153,70437,102608,328696,1862210,5566230,16.24,"20,488.30"
MN,2018,Minnesota,94.75605009,154,55322766,9775,1799,176402,30986,0,0,0,0,166627,29187,1075,9591,118640,0,0,0,152657,0,0,366439,10437,519096,1940174,0,58812,58812,12585,71397,97537,338525,1940174,5606249,17.39,"22,764.80"
MN,2019,Minnesota,92.08969013,140,29572563,9191,1692,180685,31799,0,0,0,0,171494,30107,1075,9404,120386,0,0,0,147280,0,0,366164,12265,513444,1900531,0,56250,56250,8843,65093,97642,340130,1900531,5639632,16.6,"21,980.40"
MO,2015,Missouri,124.7473311,619,7036095,17585,3237,54724,9743,3178,22.992,138,5.717,37139,6506,352,14864,26386,1,1.012,1,109182,852,149,105635,1542,218848,1831407,0,22108,22108,2417,24526,9627,279021,1831407,6071732,18.28,"21,687.60"
MO,2016,Missouri,119.0157079,520,10631411,21036,3872,58928,10518,5125,21.912,234,5.722,37892,6646,352,11711,24297,1,1.024,1,98630,704,123,105876,1876,210336,1781656,0,20211,20211,2441,22652,10357,279109,1781656,6087135,17.22,"19,938.40"
MO,2017,Missouri,124.5052275,316,4957942,22091,4066,61025,10894,5321,21.776,244,5.723,38934,6828,352,10886,32395,1,1.01,1,86853,664,116,116838,2433,209676,1742207,0,19183,19183,4235,23417,18724,282174,1742207,6106670,18.68,"21,324.00"
MO,2018,Missouri,124.7805316,185,3637928,27470,5056,66502,11893,5654,21.837,259,5.706,39032,6837,352,7542,36681,1,1.024,1,111401,548,96,131345,2980,248948,1860863,0,24807,24807,3355,28161,25807,285995,1860863,6121623,19.56,"23,749.60"
MO,2019,Missouri,116.985714,177,3478408,25641,4719,63218,11316,4227,22.335,189,5.698,37578,6597,352,19733,49069,1,1.024,1,95961,484,85,140354,3534,241027,1805708,0,24120,24120,3946,28066,25450,290842,1805708,6137428,18.76,"22,481.40"
MS,2015,Mississippi,61.29692129,403,3710526,1898,349,5911,1052,34528,10.984,3143,5.717,4012,703,958,0,988,60476,1.039,58181,122511,142485,24923,60419,29,420420,1085042,0,51479,51479,2042,53521,0,100482,1085042,2988471,16.96,"12,109.90"
MS,2016,Mississippi,62.31469737,608,96309030,8006,1474,14736,2654,32349,11.272,2870,5.722,6731,1181,958,0,1031,50418,1.039,48504,61680,116649,20386,78133,73,339228,1071689,9243,60285,51042,2081,62366,0,101255,1071689,2987938,15.43,"10,942.50"
MS,2017,Mississippi,60.46289527,379,2686540,6733,1239,13572,2439,32019,12.298,2604,5.723,6839,1199,958,0,1861,39719,1.033,38438,77027,101772,17783,71032,903,321569,1068298,7511,53355,45845,2243,55599,0,101642,1068298,2988510,16.73,"11,882.40"
MS,2018,Mississippi,63.23252555,469,3767073,8408,1548,15206,2738,31979,10.878,2940,5.706,6798,1191,958,0,4039,36499,1.026,35564,72343,96734,16953,76639,3080,314194,1105822,8301,55962,47660,1432,57394,0,101132,1105822,2981020,17.96,"13,101.50"
MS,2019,Mississippi,62.54458802,269,2609443,5811,1070,5811,1070,28423,10.537,2697,5.698,0,0,958,0,3966,34280,1.029,33307,115202,96171,16878,66401,3007,340476,1093230,8278,55062,46784,1563,56625,0,101525,1093230,2976149,17.35,"12,525.80"
MT,2015,Montana,32.53164542,94,896759,0,0,0,0,746222,17.825,41864,5.717,0,0,337,92144,110876,55943,1.089,51356,0,163249,28555,125018,85,1090432,403641,0,13759,13759,383,14143,18309,45396,403641,1030475,17.66,"4,384.20"
MT,2016,Montana,31.13795175,90,2257495,3,1,3,1,572787,17.714,32336,5.722,0,0,337,93082,113287,52130,1.088,47921,0,132625,23178,128095,110,885637,406422,0,14414,14414,392,14805,19758,44437,406422,1040859,15.97,"4,027.80"
MT,2017,Montana,31.25081171,93,1091494,2,0,2,0,624772,17.733,35232,5.723,0,0,337,100850,121314,50821,1.097,46311,0,118586,20721,136249,275,930429,422863,0,14543,14543,389,14933,19852,45911,422863,1052482,17.17,"4,591.40"
MT,2018,Montana,31.25796736,114,2449554,1,0,1,0,684031,17.716,38610,5.706,0,0,337,103828,124266,47712,1.096,43530,0,123027,21561,143018,497,997789,436316,0,18334,18334,417,18751,19604,46614,436316,1060665,18.56,"5,088.00"
MT,2019,Montana,32.28539515,61,618074,1,0,1,0,608890,17.666,34468,5.698,0,0,337,89090,111051,47967,1.102,43534,0,130946,22981,129217,489,917020,445912,0,17772,17772,393,18165,21135,46788,445912,1068778,17.99,"5,016.70"
NC,2015,North Carolina,124.7782841,232,202376181,256,47,256,47,0,0,0,0,0,0,967,44191,59028,0,0,0,440248,0,0,170008,13870,610256,2595919,0,101592,101592,9132,110724,0,475097,2595919,10031646,19,"31,788.10"
NC,2016,North Carolina,124.895788,156,190472938,425,78,425,78,0,0,0,0,0,0,967,40779,75202,0,0,0,447500,0,0,199520,33397,647020,2619589,17887,114422,96534,9472,123894,58,482969,2619589,10154788,17.63,"29,950.20"
NC,2017,North Carolina,121.1493749,149,235434075,222,41,222,41,0,0,0,0,0,0,967,35175,89578,0,0,0,443192,0,0,215578,49099,658771,2575147,17708,115730,98021,10048,125778,4337,496727,2575147,10268233,18.68,"31,619.50"
NC,2018,North Carolina,124.2127343,132,141776088,199,37,199,37,0,0,0,0,0,0,967,60136,123878,0,0,0,439915,0,0,248825,57834,688740,2685032,19969,115308,95339,9439,124748,4941,504050,2685032,10381615,20.11,"35,272.90"
NC,2019,North Carolina,122.6043034,115,126884709,188,35,188,35,0,0,0,0,0,0,967,55084,129772,0,0,0,437683,0,0,254022,69062,691705,2656262,19912,113628,93716,10433,124061,4659,514625,2656262,10488084,19.58,"34,221.90"
ND,2015,North Dakota,57.9230603,16,420940,8545,1573,57786,10199,392183,13.617,28802,5.717,49241,8626,978,19516,81127,678977,1.44,471360,0,2456200,429631,141748,7,3669109,608353,0,865,865,1971,2835,60627,56542,608353,754066,13.73,"5,552.90"
ND,2016,North Dakota,54.93206111,24,502584,9254,1703,65607,11587,399856,14.219,28121,5.722,56353,9884,978,17652,94079,766865,1.441,531997,0,2161886,377820,162635,7,3491242,583657,0,1021,1021,1928,2949,75443,52975,583657,754434,12.39,"4,618.70"
ND,2017,North Dakota,56.92163503,19,477713,10389,1912,79984,14117,394022,13.687,28788,5.723,69595,12205,978,23789,129426,857330,1.443,593998,0,2235455,390609,212086,7,3698893,633995,0,839,839,1837,2676,104653,54083,633995,754942,13.51,"5,413.70"
ND,2018,North Dakota,59.282972,30,520857,9756,1796,79645,14038,399835,13.488,29643,5.706,69889,12242,978,28952,127650,993022,1.405,706552,0,2627271,460440,209189,8,4229317,663153,0,837,837,1057,1894,97712,55884,663153,758080,14.95,"6,208.80"
ND,2019,North Dakota,57.15288871,18,759349,9718,1789,80390,14196,361946,13.407,26997,5.698,70672,12407,978,28312,129152,1187235,1.395,850826,0,2949752,517682,211395,11,4710328,683875,0,839,839,1014,1853,99852,56247,683875,762062,14.67,"6,003.80"
NE,2015,Nebraska,50.71057586,247,3396859,126,23,266404,46669,0,0,0,5.717,266278,46646,1212,15702,46594,504,1.057,477,107976,15419,2697,317158,41,441057,857967,0,2958,2958,1203,4161,29639,111402,857967,1891277,15.54,"8,165.70"
NE,2016,Nebraska,48.35090988,199,4011050,3464,638,282138,49516,0,0,0,5.722,278674,48878,1212,7906,44275,557,1.059,526,97798,12560,2195,330919,90,441834,870370,0,2843,2843,1663,4506,35067,112612,870370,1905616,14.31,"7,557.40"
NE,2017,Nebraska,47.87762064,263,3743400,6295,1159,290063,50924,0,0,0,5.723,283769,49765,1212,13719,61990,483,1.061,455,72300,11978,2093,355970,220,440731,873303,0,2330,2330,1587,3917,46840,114481,873303,1915947,15.53,"8,261.50"
NE,2018,Nebraska,52.35500953,271,4330170,5916,1089,289782,50812,0,0,0,5.706,283866,49723,1212,12582,64686,459,1.06,433,58884,11732,2056,359674,373,430748,909065,0,3394,3394,1811,5205,50519,116904,909065,1925614,16.6,"9,210.70"
NE,2019,Nebraska,50.47008377,206,2293019,3159,581,288633,50698,0,0,0,5.698,285474,50117,1212,11935,77807,411,1.07,384,72589,10883,1910,371935,446,455818,907219,0,3699,3699,1796,5495,64215,118287,907219,1934408,16.03,"8,895.30"
NH,2015,New Hampshire,15.27856723,46,1371086,262,48,262,48,0,0,0,0,0,0,29,11837,16105,0,0,0,99186,0,0,61342,292,160528,316649,0,40598,40598,4377,44976,3947,72042,316649,1336350,22.56,"5,285.30"
NH,2016,New Hampshire,13.81151032,40,3111505,399,73,399,73,0,0,0,0,0,0,29,10574,15141,0,0,0,112551,0,0,56290,547,168841,307290,0,36335,36335,4415,40750,3991,73572,307290,1342307,20.97,"4,718.30"
NH,2017,New Hampshire,13.51181074,39,1307930,245,45,245,45,0,0,0,0,0,0,29,13022,17718,0,0,0,104493,0,0,59871,875,164364,317785,0,37268,37268,4640,41908,3792,74107,317785,1348787,22.26,"5,187.40"
NH,2018,New Hampshire,14.23973227,37,636384,276,51,276,51,0,0,0,0,0,0,29,12336,17123,0,0,0,105195,0,0,56145,1056,161340,325655,0,34988,34988,3758,38747,3702,75535,325655,1353465,24.5,"5,840.80"
NH,2019,New Hampshire,13.9338009,26,739179,312,57,312,57,0,0,0,0,0,0,29,13019,18137,0,0,0,113890,0,0,56018,1229,169909,319667,0,33945,33945,3624,37569,3859,77127,319667,1359711,23.52,"5,545.40"
NJ,2015,New Jersey,103.6600002,47,1130951,1191,219,1191,219,0,0,0,0,0,0,466,89,21721,0,0,0,347851,0,0,45205,20966,393056,2183497,0,6465,6465,15827,22292,201,529954,2183497,8867949,18.96,"29,753.60"
NJ,2016,New Jersey,105.6200444,34,597439,1246,229,1246,229,0,0,0,0,0,0,466,88,23007,0,0,0,312569,0,0,46546,22261,359115,2140838,0,5994,5994,16299,22293,192,535055,2140838,8870827,17.63,"27,341.10"
NJ,2017,New Jersey,99.35210038,48,881961,191,35,191,35,0,0,0,0,0,0,466,126,26428,0,0,0,355948,0,0,45602,25630,401550,2089145,0,3044,3044,15938,18982,207,537045,2089145,8885525,19.16,"28,987.40"
NJ,2018,New Jersey,105.0688845,20,852979,0,0,0,0,0,0,0,0,0,0,466,324,29225,0,0,0,334373,0,0,48517,28230,382890,2194123,0,3690,3690,15601,19291,206,550065,2194123,8886025,20.09,"32,257.30"
NJ,2019,New Jersey,100.8319854,17,314035,0,0,0,0,0,0,0,0,0,0,466,236,32602,0,0,0,278147,0,0,49363,31705,327510,2098952,0,3303,3303,13457,16761,196,561843,2098952,8882190,19.88,"30,393.10"
NM,2015,New Mexico,50.69183199,50,1126396,0,0,0,0,357525,18.168,19679,5.717,0,0,458,927,28119,1436329,1.154,1245145,0,846659,148095,38811,7257,2679324,681082,0,10131,10131,561,10692,19477,89701,681082,2089291,18.65,"7,238.20"
NM,2016,New Mexico,48.84541366,28,2015514,0,0,0,0,246549,18.48,13341,5.722,0,0,499,1366,43741,1422598,1.157,1229647,0,839040,146634,54822,8591,2563009,673638,0,10673,10673,407,11080,33285,89151,673638,2091630,16.83,"6,475.60"
NM,2017,New Mexico,49.62030346,47,5893114,0,0,0,0,257710,18.616,13844,5.723,0,0,487,1780,57673,1506770,1.159,1299732,0,986514,172377,67408,13076,2818402,684366,0,9312,9312,423,9735,42330,89032,684366,2091784,18.8,"7,366.50"
NM,2018,New Mexico,45.85390881,22,755535,0,0,0,0,200179,18.549,10792,5.706,0,0,487,1361,72070,1734539,1.162,1493081,0,1421610,249143,85241,14764,3441568,703100,0,12703,12703,468,13171,55457,90999,703100,2092741,19.91,"8,260.30"
NM,2019,New Mexico,48.94208108,12,1493382,0,0,0,0,268307,18.459,14536,5.698,0,0,885,1409,78715,2068295,1.169,1769086,0,1891645,331984,94063,15047,4322310,738484,0,14994,14994,354,15348,61374,94872,738484,2096829,18.49,"7,969.10"
NV,2015,Nevada,38.5171354,16,790588,0,0,0,0,0,0,0,5.717,0,0,30535,21099,72737,4,1.042,4,0,1606,281,75369,18216,76979,697627,0,2346,2346,286,2632,2886,136347,697627,2866939,19.43,"9,664.90"
NV,2016,Nevada,39.97099675,16,54082,0,0,0,0,0,0,0,5.722,0,0,32506,16518,85523,3,1.041,3,0,1585,277,88587,33324,90175,727193,0,2291,2291,773,3064,3175,140081,727193,2917563,16.64,"8,752.90"
NV,2017,Nevada,40.20696595,33,311016629,0,0,0,0,0,0,0,5.723,0,0,31876,16700,94965,3,1.039,3,0,1637,286,98128,43060,99768,757955,0,2320,2320,843,3163,3329,145700,757955,2969905,17.99,"9,854.00"
NV,2018,Nevada,41.38306985,57,535889,0,0,0,0,0,0,0,5.706,0,0,33066,17127,101584,3,1.037,3,0,1455,255,105656,48548,107114,776588,0,3273,3273,799,4072,2844,150712,776588,3027341,20,"11,142.10"
NV,2019,Nevada,41.74259297,22,201782,0,0,0,0,0,0,0,5.698,0,0,36359,19966,109226,5,1.043,5,0,1527,268,113331,49969,114864,779141,0,3196,3196,909,4105,2933,156829,779141,3080156,19.73,"11,089.90"
NY,2015,New York,174.3599244,104,5040800,13,2,19793,3467,0,0,0,5.717,19780,3465,1185,242429,288404,17879,1.032,17325,466457,1635,286,409139,7729,895110,3838544,0,67532,67532,33410,100942,37061,1373643,3838544,19654666,19.83,"56,789.50"
NY,2016,New York,170.1509065,73,2403723,0,0,21669,3801,0,0,0,5.722,21669,3801,1185,248232,296467,13942,1.031,13523,434791,1287,225,412994,10674,863014,3768794,0,61123,61123,33736,94858,36376,1403231,3768794,19633428,18.1,"50,926.40"
NY,2017,New York,165.8301752,52,789556,0,0,21022,3687,0,0,0,5.723,21022,3687,1185,277725,330933,11760,1.032,11395,441029,1105,193,447680,13919,901574,3776092,0,60164,60164,35562,95725,38105,1419584,3776092,19589572,19.53,"55,246.10"
NY,2018,New York,175.0969653,60,13144827,0,0,18885,3308,0,0,0,5.706,18885,3308,1185,269752,325023,10994,1.032,10653,448718,1261,221,442993,17686,903967,3946032,0,64730,64730,34356,99086,36401,1457996,3946032,19530351,20.99,"62,255.00"
NY,2019,New York,168.9712856,69,30602444,0,0,20042,3519,0,0,0,5.698,20042,3519,1185,272679,336052,11313,1.032,10962,468481,1561,274,452190,22509,933544,3841948,0,64965,64965,31131,96096,39680,1494736,3841948,19453561,20.17,"58,471.20"
OH,2015,Ohio,211.1966253,175,2513363,6914,1273,84018,14780,417682,24.51,17041,5.717,77105,13507,3435,4256,20579,1171552,1.163,1007270,181726,152650,26701,164904,1678,2088513,3708157,0,45462,45462,14845,60307,11211,578852,3708157,11617527,16.56,"40,888.00"
OH,2016,Ohio,205.3227286,132,775584,8675,1597,88369,15575,309088,24.601,12564,5.722,79695,13978,3435,4619,21425,1647241,1.146,1437285,175893,123595,21600,166682,1874,2422499,3667777,0,41902,41902,14986,56888,11497,583946,3667777,11634370,15.6,"37,636.90"
OH,2017,Ohio,205.0608887,118,10274821,9117,1678,92214,16251,233560,24.614,9489,5.723,83098,14573,3435,2555,23060,2009410,1.122,1791359,184997,114517,20010,167037,2435,2709522,3616508,0,36933,36933,14829,51762,14635,590739,3616508,11659650,16.7,"39,956.50"
OH,2018,Ohio,208.9666748,52,6168918,8945,1647,95328,16778,219942,24.458,8993,5.706,86382,15131,3435,2222,24344,2652291,1.104,2403382,191483,129954,22775,172901,2755,3366571,3762435,0,38942,38942,14287,53229,15932,598917,3762435,11676341,17.44,"44,049.70"
OH,2019,Ohio,196.6865897,44,2756315,7944,1462,93011,16396,192413,24.735,7779,5.698,85066,14934,3435,3585,28481,2901090,1.094,2651631,177624,159327,27962,174087,3269,3604541,3637669,0,38646,38646,13949,52595,18192,611146,3637669,11689100,16.96,"41,909.20"
OK,2015,Oklahoma,100.2883311,64,1677872,3486,642,3486,642,17422,22.33,780,5.717,0,0,24,24825,155674,2880137,1.152,2499599,0,949416,166069,187199,71,4034174,1625556,0,22227,22227,5812,28038,130754,197072,1625556,3909500,16.05,"15,942.00"
OK,2016,Oklahoma,96.1010241,58,1341097,4466,822,4466,822,14440,22.072,654,5.722,0,0,24,23758,209175,2864577,1.161,2468312,0,885142,154691,243569,115,4007728,1624919,0,22216,22216,7712,29928,185278,193025,1624919,3926331,14.06,"13,901.60"
OK,2017,Oklahoma,93.44516627,41,2449186,4644,855,4644,855,12590,22.428,561,5.723,0,0,24,18760,236582,2936597,1.168,2513896,0,949291,165873,274848,382,4173327,1647508,0,28016,28016,5606,33622,217416,194256,1647508,3931316,15.37,"15,549.90"
OK,2018,Oklahoma,98.01036447,23,1495639,4496,828,4496,828,15121,21.108,716,5.706,0,0,24,18526,268128,3346437,1.164,2875787,0,1140196,199824,308589,691,4810343,1715294,0,30026,30026,5939,35965,248887,197358,1715294,3940235,16.2,"17,120.20"
OK,2019,Oklahoma,90.83789996,13,645165,4115,757,4115,757,5153,22.665,227,5.698,0,0,24,34758,293834,3545508,1.168,3036052,0,1228381,215581,332320,734,5111362,1684997,0,28447,28447,5924,34371,258317,200711,1684997,3956971,15.55,"16,154.20"
OR,2015,Oregon,37.89416845,169,6478283,1183,218,6587,1164,0,0,0,0,5404,947,2898,291255,358382,889,1.048,848,0,0,0,438941,2430,439830,971766,0,67931,67931,6041,73972,61799,189947,971766,4015792,18.94,"12,671.70"
OR,2016,Oregon,37.66506368,162,104123811,1394,257,6548,1161,0,0,0,0,5153,904,2928,318960,391102,848,1.059,801,0,0,0,468111,3140,468959,988158,0,64827,64827,5634,70461,66075,198079,988158,4089976,17.36,"11,788.70"
OR,2017,Oregon,38.79038331,129,137275588,1481,273,7011,1242,0,0,0,0,5530,970,2839,352802,417834,700,1.062,659,0,0,0,501442,4827,502142,1041344,0,70785,70785,5813,76598,57366,205745,1041344,4143625,18.35,"13,064.40"
OR,2018,Oregon,39.58013113,96,3286698,1574,290,7251,1284,0,0,0,0,5677,994,2837,322671,401773,529,1.061,499,0,0,0,486994,8464,487523,1021526,0,72116,72116,5854,77970,67802,215209,1021526,4181886,20.28,"14,228.40"
OR,2019,Oregon,41.83917874,75,13382214,1495,275,6579,1168,0,0,0,0,5084,892,2884,270017,340834,420,1.053,399,0,0,0,426391,9437,426811,1027578,0,73558,73558,5420,78977,58496,219458,1027578,4217737,19.89,"14,106.60"
PA,2015,Pennsylvania,232.9252268,102,4218295,3216,592,16251,2875,1278078,25.124,50872,5.717,13035,2283,2162,24264,61427,5119772,1.064,4812983,842044,40522,7088,200534,3758,7480950,3897610,0,81888,81888,40968,122856,31244,682466,3897610,12784826,17.74,"44,887.20"
PA,2016,Pennsylvania,217.9773815,74,2394977,4761,876,18865,3350,1168609,25.468,45885,5.722,14104,2474,2162,21922,60247,5525743,1.061,5210208,867302,35888,6272,196773,4071,7794315,3762485,0,76880,76880,40781,117661,32093,688359,3762485,12782275,16.63,"39,790.30"
PA,2017,Pennsylvania,215.2868489,53,2661655,5515,1015,18741,3335,1260516,25.656,49131,5.723,13227,2320,2162,28775,68701,5769945,1.058,5453638,870187,37554,6562,204952,4684,8143154,3766880,0,76403,76403,41107,117510,33080,694237,3766880,12787641,17.94,"43,376.30"
PA,2018,Pennsylvania,220.1938915,57,10494432,8265,1521,20894,3733,1278056,25.577,49968,5.706,12628,2212,2162,38799,78545,6632662,1.059,6264832,872749,36963,6478,220486,5111,9040917,3933425,0,81527,81527,39520,121047,32473,703946,3933425,12800922,18.96,"47,960.30"
PA,2019,Pennsylvania,218.7358219,58,2943270,5557,1023,20133,3582,1250902,24.979,50078,5.698,14576,2559,2162,31195,68176,7296205,1.058,6896792,869084,37362,6557,201783,5873,9655336,3818814,0,78020,78020,35453,113473,28946,716173,3818814,12801989,18.32,"45,767.60"
RI,2015,Rhode Island,10.80452453,11,671306,94,17,94,17,0,0,0,0,0,0,57,29,477,0,0,0,0,0,0,4886,298,4886,202693,0,2146,2146,2170,4315,94,52819,202693,1056065,22.6,"3,578.10"
RI,2016,Rhode Island,9.588941638,10,489512,130,24,130,24,0,0,0,0,0,0,57,20,771,0,0,0,0,0,0,4700,450,4700,185173,0,1688,1688,2110,3799,245,52903,185173,1056770,21.25,"3,018.20"
RI,2017,Rhode Island,9.965275351,12,547069,156,29,156,29,0,0,0,0,0,0,57,22,2129,0,0,0,0,0,0,5967,679,5967,182325,0,1645,1645,2037,3682,1372,52609,182325,1055673,22.29,"3,213.20"
RI,2018,Rhode Island,11.05692381,15,661136,305,56,305,56,0,0,0,0,0,0,57,37,2710,0,0,0,0,0,0,6663,1173,6663,195556,0,1511,1511,2136,3647,1444,52494,195556,1058287,24.84,"3,873.40"
RI,2019,Rhode Island,10.36524019,17,8838243,546,100,546,100,0,0,0,0,0,0,57,32,4057,0,0,0,0,0,0,8797,2131,8797,190581,0,2075,2075,2120,4194,1836,53225,190581,1059361,24.31,"3,639.70"
SC,2015,South Carolina,73.39880613,60,3065630,328,60,328,60,0,0,0,0,0,0,648,23897,24686,0,0,0,555909,0,0,128618,140,684526,1663373,0,98906,98906,4698,103604,0,192020,1663373,4891938,18.05,"18,597.90"
SC,2016,South Carolina,72.25720541,77,22430291,0,0,0,0,0,0,0,0,0,0,648,20551,21612,0,0,0,583883,0,0,131043,412,714927,1658202,6011,104947,98936,4484,109432,0,198006,1658202,4957968,17.07,"17,748.50"
SC,2017,South Carolina,69.96242998,84,68063288,0,0,0,0,0,0,0,0,0,0,648,16906,19592,0,0,0,568390,0,0,132533,2037,700923,1647778,5951,108601,102650,4340,112941,0,202494,1647778,5021268,18.25,"18,951.60"
SC,2018,South Carolina,74.14674879,123,64580916,0,0,0,0,0,0,0,0,0,0,648,27437,35034,0,0,0,551151,0,0,147096,6949,698247,1675118,6992,107525,100533,4537,112062,0,207773,1675118,5084156,19.18,"20,316.40"
SC,2019,South Carolina,69.44598066,49,53928982,0,0,0,0,0,0,0,0,0,0,648,26503,37758,0,0,0,585828,0,0,149844,10607,735672,1640751,8179,107922,99742,4164,112086,0,212483,1640751,5148714,18.87,"19,712.40"
SD,2015,South Dakota,14.13943764,63,3577721,0,0,152177,26658,0,0,0,5.717,152177,26658,1868,45202,70354,614,1.111,552,0,9507,1663,225499,10,235620,389999,0,2545,2545,424,2968,23274,45665,389999,853988,16.29,"3,847.40"
SD,2016,South Dakota,14.80376576,32,76031784,0,0,154087,27026,0,0,0,5.722,154087,27026,1868,44365,80538,511,1.124,455,0,8045,1406,237289,15,245846,388097,0,2146,2146,519,2665,34290,46076,388097,862996,15.01,"3,525.90"
SD,2017,South Dakota,14.65586638,18,3225820,0,0,160796,28199,0,0,0,5.723,160796,28199,1868,48419,77574,531,1.115,476,0,7463,1304,241029,32,249023,394141,0,2116,2116,544,2660,27255,45878,394141,872868,16.3,"3,861.20"
SD,2018,South Dakota,15.52399536,38,3826069,0,0,165485,28987,0,0,0,5.706,165485,28987,1868,57048,84755,494,1.105,447,0,7264,1273,254033,29,261791,406677,0,3218,3218,575,3793,25810,46454,406677,878698,17.43,"4,311.10"
SD,2019,South Dakota,15.97796876,21,538508,0,0,164101,28809,0,0,0,5.698,164101,28809,1868,70484,97224,450,1.088,414,0,6644,1166,264674,33,271768,405954,0,2807,2807,543,3350,24839,46641,405954,884659,16.64,"4,163.40"
TN,2015,Tennessee,98.70392565,104,3275928,184,34,23845,4179,23192,25.841,897,5.717,23661,4145,213,89288,91221,4959,1.16,4276,261037,1692,296,182019,1294,472899,2179722,0,61479,61479,5474,66953,427,304484,2179722,6591170,17.44,"23,962.40"
TN,2016,Tennessee,101.3548028,60,1102457,250,46,25503,4475,16596,25.771,644,5.722,25253,4429,213,62538,64645,4180,1.16,3603,309357,1471,257,154183,1546,485787,2207227,0,58624,58624,5411,64036,348,310143,2207227,6646010,16.17,"22,388.30"
TN,2017,Tennessee,97.40767095,28,889496,244,45,25649,4500,11168,25.905,431,5.723,25404,4455,213,80071,82362,3515,1.179,2982,332779,1551,271,166421,1679,515435,2145679,0,52821,52821,5589,58411,399,318412,2145679,6708799,17.51,"23,848.90"
TN,2018,Tennessee,93.83598219,31,4038180,2721,501,27703,4877,5922,25.521,232,5.706,24982,4376,213,93705,96669,3737,1.138,3283,378224,1198,210,186147,2378,575228,2233190,134,56329,56195,5446,61775,373,322649,2233190,6771631,18.71,"26,745.00"
TN,2019,Tennessee,92.23669942,45,6964195,4025,741,28391,5018,11341,26.016,436,5.698,24366,4278,213,90206,94526,3221,1.037,3107,372992,1202,211,181028,3769,569785,2171765,1606,54487,52880,3625,58111,338,329112,2171765,6829174,18.31,"25,945.60"
TX,2015,Texas,655.1432269,110,2671308,18977,3493,66021,11734,471257,13.12,35918,5.717,47044,8241,2478,8913,435590,9392314,1.19,7890459,411571,7213013,1261678,583008,6397,18071163,12757827,0,54367,54367,27029,81397,417802,1605902,12757827,27470056,13.69,"119,289.40"
TX,2016,Texas,656.7493464,176,83607077,22916,4218,71381,12718,515707,13.223,39001,5.722,48465,8500,2478,12389,556938,8659990,1.199,7225471,440109,6683754,1168080,709194,10946,17008753,12986076,0,53208,53208,27667,80874,531124,1619954,12986076,27914410,12.53,"110,574.30"
TX,2017,Texas,664.9673475,219,98254981,25313,4659,74708,13322,474274,13.036,36382,5.723,49395,8663,2478,9784,655250,8735219,1.209,7223841,403523,7297941,1275195,810455,25155,17721412,13173303,0,55169,55169,25328,80497,617833,1664219,13173303,28295273,14.07,"125,808.90"
TX,2018,Texas,684.6895943,261,46570295,29389,5409,76580,13675,328812,13.247,24823,5.706,47192,8266,2478,10255,738209,9776991,1.216,8041010,430597,9181148,1609034,901492,36299,20619040,14009870,0,59316,59316,27387,86703,689177,1729287,14009870,28628666,15.29,"148,697.30"
TX,2019,Texas,683.2325698,122,9605822,27689,5096,68502,12261,308449,13.234,23307,5.698,40813,7165,2478,13139,808642,11323138,1.207,9378489,431234,10608326,1861763,963581,48385,23634727,14234096,5532,64868,59336,21569,86437,744639,1785318,14234096,28995881,14.08,"137,807.10"
